Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR040296	Photosystem II 5kDa protein, chloroplastic	interpro	family		PTHR34940	
IPR040297	Multivesicular body subunit 12B	interpro	family		PTHR31547	
IPR040299	Protein FERTILITY RESTORER RF2-like	interpro	family		PTHR34938	
IPR040300	Uncharacterized protein At3g49055-like	interpro	family		PTHR34937	
IPR040301	Secretoglobin 3A	interpro	family		PF20490,PTHR34829	GO:0005615
IPR040304	ATG8-interacting protein 1/2	interpro	family		PTHR34797	
IPR040305	At1g75730-like	interpro	family		PTHR34792	
IPR040306	Os02g0753200-like	interpro	family		PTHR35321	
IPR040307	Large ribosomal subunit protein cL37	interpro	family		PTHR34678	
IPR040308	HUWE1-associated protein modifying stress responses	interpro	family		PTHR31624	
IPR040309	H/ACA ribonucleoprotein complex non-core subunit Naf1	interpro	family		PTHR31633	GO:0003723,GO:0000493,GO:0042254,GO:0005732
IPR040310	Uncharacterized protein DDB_G0292248-like	interpro	family		PTHR31648	
IPR040311	Coiled-coil domain-containing protein 3	interpro	family		PTHR31663	
IPR040312	FLYWCH-type zinc finger-containing protein 1/2	interpro	family		PTHR31665	
IPR040313	Keratin-associated protein 6	interpro	family		PTHR31678	GO:0031424
IPR040314	Protein DOP1	interpro	family		PTHR14042	GO:0006895
IPR040315	WD repeat-containing protein WDR46/Utp7	interpro	family		PTHR14085	
IPR040316	Integrator complex subunit 5	interpro	family		PTHR31697	GO:0032039
IPR040319	LSD1-like	interpro	family		PTHR31747	
IPR040320	Uncharacterized protein At4g37920-like	interpro	family		PTHR31755	
IPR040321	Coiled-coil domain-containing protein SCD2-like	interpro	family		PTHR31762	GO:0000911
IPR040322	RNA-binding protein RO60	interpro	family		PTHR14202	GO:0003723
IPR040323	EARP and GARP complex-interacting protein 1	interpro	family		PTHR14205	
IPR040324	WD repeat-containing protein WDR44/Dgr2	interpro	family		PTHR14221	
IPR040325	RIMS-binding protein 1/2/3	interpro	family		PTHR14234	
IPR040326	HAP2/GCS1	interpro	family		PTHR31764	
IPR040327	TLC domain-containing protein At5g14285-like	interpro	family		PTHR31766	
IPR040328	Uncharacterized protein DDB_G0279899-like	interpro	family		PTHR31768	
IPR040329	Chemokine-like protein TAFA-5	interpro	family		PTHR31878	
IPR040330	LYR motif-containing protein 1	interpro	family		PTHR14273	
IPR040333	Catalase, clade 3	interpro	family		cd08156	GO:0004096,GO:0020037,GO:0006979,GO:0042744
IPR040335	Multivesicular body subunit 12A	interpro	family		PTHR31612	GO:0000813
IPR040336	Uncharacterized GPI-anchored protein At1g61900-lke	interpro	family		PTHR33831	
IPR040338	Putative F-box protein At1g67623-like	interpro	family		PTHR33784	
IPR040339	Uncharacterized membrane protein At1g16860-like	interpro	family		PTHR33709	
IPR040340	Chloroplast enhancing stress tolerance protein	interpro	family		PTHR33672	GO:0048564,GO:0080183,GO:0009535
IPR040341	G patch domain-containing protein 3	interpro	family		PTHR14390	GO:0032480,GO:0039536
IPR040342	Uncharacterized protein C20orf194-like	interpro	family		PTHR33664	
IPR040343	RNA 5'-triphosphatase Cet1/Ctl1	interpro	family		PTHR28118	GO:0004651
IPR040344	Uncharacterized protein At3g17950-like	interpro	family		PTHR33544	
IPR040345	Mug56/Spo71	interpro	family		PTHR28076	GO:1902657
IPR040346	GEX1/Brambleberry	interpro	family		PTHR33538	
IPR040347	YAP1-binding protein 1/2	interpro	family		PTHR28020	GO:0034599
IPR040348	Protein POLAR-like	interpro	family		PTHR33476	GO:0008356
IPR040349	Monopolin complex subunit Csm1/Pcs1	interpro	family		PTHR28006	GO:0033551
IPR040350	Transmembrane protein 272	interpro	family		PTHR33444	
IPR040351	Guanine nucleotide exchange factor RAB3IL/RAB3IP/Sec2	interpro	family		PTHR14430	GO:0005085
IPR040352	Transmembrane and ubiquitin-like domain-containing protein 1/2	interpro	family		PTHR14557	GO:0036503
IPR040353	FLC EXPRESSOR/FLX-like	interpro	family		PTHR33405	
IPR040354	Tectonic	interpro	family		PTHR14611	
IPR040355	Protein FAM220A	interpro	family		PTHR31980	
IPR040356	SPEAR family	interpro	family		PTHR33388	GO:0003700
IPR040357	Vma22/CCDC115	interpro	family		PF21730,PTHR31996	GO:0070072
IPR040358	Uncharacterized protein At4g22758-like	interpro	family		PTHR33270	
IPR040359	Protein glutamine dumper	interpro	family		PTHR33228	GO:0080143
IPR040361	Tapetum determinant 1	interpro	family		PTHR33184	
IPR040362	RAB11-binding protein RELCH	interpro	family		PTHR32059	GO:0032367,GO:0005802
IPR040363	Homeobox-containing protein 1	interpro	family		PTHR14618	GO:0003691
IPR040364	Tetratricopeptide repeat protein 21A/21B	interpro	family		PTHR14699	
IPR040365	EF-hand domain-containing protein D1/2	interpro	family		PTHR13025	GO:0005509
IPR040366	Nuclear polyadenylated RNA-binding protein Nab2/ZC3H14	interpro	family		PTHR14738	GO:0008143,GO:0043488
IPR040369	LisH domain-containing protein ARMC9	interpro	family		PTHR14881	GO:0060271,GO:0036064
IPR040370	Coiled-coil domain-containing protein 74A/74B/92	interpro	family		PTHR14882	
IPR040371	Regulator of MON1-CCZ1 complex	interpro	family		PTHR12897	GO:0010506,GO:0035658
IPR040372	YaeB-like	interpro	family		PTHR12818	
IPR040373	Transcription factor castor	interpro	family		PTHR12451	GO:0006355
IPR040374	Protein BIC	interpro	family		PTHR34207	GO:0009785
IPR040375	Microprocessor complex subunit DGCR8	interpro	family		PTHR13482	GO:0003723,GO:0020037,GO:0042802,GO:0031053,GO:0070877
IPR040376	At4g28100-like	interpro	family		PTHR34056	
IPR040377	Thylakoid membrane protein Ssl2009-like	interpro	family		PTHR34048	
IPR040378	Protein BREAKING OF ASYMMETRY IN THE STOMATAL LINEAGE	interpro	family		PTHR33914	GO:0009786
IPR040379	WD repeat-containing protein 19/dyf-2	interpro	family		PTHR14920	GO:0035721
IPR040380	HAKAI-like, RING finger, HC subclass	interpro	domain		cd16508	
IPR040381	Uncharacterized protein At4g14450-like	interpro	family		PTHR33912	
IPR040382	Nucleolar protein 10/Enp2	interpro	family		PTHR14927	
IPR040383	E3 ubiquitin-protein ligase HAKAI/CBLL2	interpro	family		PTHR13480	GO:0061630,GO:0016567
IPR040384	Orcokinin peptides type A/B	interpro	family		PTHR33864	GO:0005184
IPR040385	Rab-like protein 6	interpro	family		PTHR14932	GO:0005525
IPR040386	Transcriptional repressor p66	interpro	family		PTHR13455	GO:0000122
IPR040387	RPM1-interacting protein 4/NOI4	interpro	family		PTHR33159	
IPR040388	CXXC-type zinc finger protein CXXC4/CXXC5	interpro	family		PTHR13419	
IPR040389	Cyclin-dependent protein kinase inhibitor SMR	interpro	family		PTHR33142	GO:0032875
IPR040390	TIFY/JAZ family	interpro	family		PTHR33077	
IPR040391	BEN domain-containing protein 5	interpro	family		PTHR14628	GO:0003677,GO:0045892
IPR040392	PKHA4-7, PH domain	interpro	domain		cd13248	
IPR040393	Three-prime repair exonuclease 1/2	interpro	family		PTHR13058	GO:0008408
IPR040394	F-box only protein 25/32	interpro	family		PTHR13123	
IPR040395	Tetratricopeptide repeat protein 19	interpro	family		PTHR13143	GO:0034551
IPR040396	Polyadenylate-binding protein-interacting protein 2-like	interpro	family		PTHR13154	GO:0000900,GO:0045947
IPR040397	Suppressor of white apricot	interpro	family		PTHR13161	
IPR040398	CCR4-NOT transcription complex subunit 1	interpro	family		PTHR13162	GO:0017148,GO:0030015
IPR040399	Transmembrane protein 35A/B	interpro	family		PTHR13163	
IPR040400	BAG family molecular chaperone regulator 5/6/7/8	interpro	family		PTHR33322	
IPR040401	Coiled-coil domain-containing protein 162	interpro	family		PTHR33331	
IPR040402	DNA-directed RNA polymerase IV/V subunit 1, C-terminal	interpro	domain		cd02737	
IPR040403	DNA-directed RNA polymerase IV/V subunit 1, N-terminal	interpro	domain		cd10506	
IPR040404	Phylloplanin-like	interpro	family		PTHR34458	
IPR040405	Uncharacterized protein DDB_G0275255-like	interpro	family		PTHR34411	
IPR040409	Phytochelatin synthase	interpro	family		PTHR33447	GO:0016756,GO:0046872,GO:0046938
IPR040410	UPF0658 Golgi apparatus membrane protein	interpro	family		PTHR34391	
IPR040411	Uncharacterized protein At5g23160-like	interpro	family		PTHR34379	
IPR040412	Uncharacterized protein At1g65710-like	interpro	family		PTHR34367	
IPR040414	PAM2-containing protein CID1/CID2	interpro	family		PTHR33790	
IPR040415	SET domain-containing protein 9	interpro	family		PTHR33524	
IPR040416	Transmembrane protein 181	interpro	family		PTHR31918	GO:0015643
IPR040417	Glycine-rich cell wall structural protein 1/2	interpro	family		PTHR33548	
IPR040418	Protein crowded nuclei	interpro	family		PTHR31908	GO:0006997,GO:0005634
IPR040419	DUF5568 family	interpro	family		PF17724,PTHR31894	
IPR040420	Uncharacterized protein At1g76660-like	interpro	family		PTHR31798	
IPR040423	Phosphoethanolamine transferase	interpro	family		PTHR30443	GO:0016772
IPR040424	SMN complex subunit Smn1	interpro	family		PTHR39267	
IPR040425	Uncharacterized protein C20orf141-like	interpro	family		PF17717,PTHR39222	
IPR040426	Uncharacterized protein C05B5.4-like	interpro	family		PTHR38626	
IPR040427	Fl(2)d-associated complex component	interpro	family		PTHR38563	GO:0016556,GO:0036396
IPR040429	Uncharacterized protein C11orf97-like	interpro	family		PTHR38326	
IPR040430	Putative transcriptional regulator CudA-like	interpro	family		PTHR38092	
IPR040431	Cation channel sperm-associated auxiliary subunit TMEM262	interpro	family		PTHR37998	
IPR040433	Spermatid nuclear transition protein	interpro	family		PTHR37876	
IPR040434	tRNA selenocysteine 1-associated protein 1	interpro	family		PTHR37457	
IPR040435	Putative G-protein coupled receptor, Chromadorea	interpro	family		PTHR37441	
IPR040436	Protein disconnected-like	interpro	family		PTHR15021	
IPR040437	Uncharacterized protein F10E9.3-like	interpro	family		PTHR36953	
IPR040438	Protein HIDE1	interpro	family		PTHR36859	
IPR040439	Protein FAM237	interpro	family		PTHR36690	
IPR040441	Cilia- and flagella-associated protein 20/CFAP20DC	interpro	family		PTHR12458	
IPR040442	Pyruvate kinase-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.20.20.60	
IPR040443	PH_15 domain	interpro	domain		PF17339	
IPR040444	PCNA-associated factor	interpro	family		PTHR15679	GO:0006974,GO:0051726
IPR040445	Potassium channel, inwardly rectifying, transmembrane domain	interpro	domain		PF01007	
IPR040446	Ribosomal RNA-processing protein 7	interpro	family		PTHR13191	
IPR040447	Rrp7, RRM-like N-terminal domain	interpro	domain		PF17799	
IPR040448	PanZ, acetyltransferase (GNAT) domain	interpro	domain		PF12568	
IPR040449	LD-carboxypeptidase, N-terminal	interpro	domain		PF02016	
IPR040450	TFIIF beta subunit, HTH domain	interpro	domain		PF02270	
IPR040451	Glycosyl hydrolase family 81, N-terminal	interpro	domain		PF03639	
IPR040452	Sugar fermentation stimulation protein, C-terminal	interpro	domain		PF03749	
IPR040453	Mnd1, HTH domain	interpro	domain		PF03962	
IPR040454	Transcription factor IIIC subunit Tfc1/Sfc1	interpro	family		PTHR13230	GO:0006384,GO:0000127
IPR040455	Atg6, BARA domain	interpro	domain		PF04111	
IPR040456	Ribonuclease H2 subunit B	interpro	family		cd09270,PTHR13383	GO:0032299
IPR040457	Gamma tubulin complex component, C-terminal	interpro	domain		PF04130	GO:0043015
IPR040458	Vacuolar import/degradation Vid27	interpro	family		PTHR31913	
IPR040459	MJ1316 RNA cyclic group end recognition domain	interpro	domain		PF04457	
IPR040460	Gasdermin, pore forming domain	interpro	domain		PF04598	
IPR040462	Protein EARLY FLOWERING 4	interpro	family		PTHR33469	GO:0042753
IPR040463	BAP29/BAP31, transmembrane domain	interpro	domain		PF05529	
IPR040464	Inositol 1,3,4-trisphosphate 5/6-kinase, ATP-grasp domain	interpro	domain		PF05770	
IPR040465	CtsR, N-terminal HTH domain	interpro	domain		PF05848	
IPR040466	NF-kappa-B-activating protein	interpro	family		PTHR13087	
IPR040467	CCDC66 domain	interpro	domain		PF15236	
IPR040468	TRAF3-interacting protein 1, N-terminal	interpro	domain		PF10243	
IPR040470	Vexin	interpro	family		PTHR31520	GO:0022008
IPR040472	Synaptic functional regulator FMRP, KH0 domain	interpro	domain		PF17904	
IPR040473	NusG, additional domain	interpro	domain		PF18298	
IPR040474	Ubiquitin-like protein MDY2, C-terminal domain	interpro	domain		PF18514	
IPR040475	Surface glycan-binding protein B, xyloglucan binding domain	interpro	domain		PF18329	GO:0030247
IPR040476	RNase II/RNase R, cold shock domain	interpro	domain		PF17876	
IPR040477	Lysine-specific demethylase 4-like, Tudor domain	interpro	domain		PF18104	
IPR040478	BDBT FKBP like, N-terminal	interpro	domain		PF18023	
IPR040479	Protein masquerade, clip-domain	interpro	domain		PF18398	
IPR040480	DnaT, DNA-binding domain	interpro	domain		PF17948	
IPR040482	Trimeric autotransporter adhesin, Trp ring domain	interpro	domain		PF18669	
IPR040483	PatG domain	interpro	domain		PF18047	
IPR040484	LepB GAP domain, C-terminal subdomain	interpro	domain		PF18227	
IPR040485	Exportin-1, repeat 3	interpro	repeat		PF18787	
IPR040487	Peptidase family M23, N-terminal	interpro	domain		PF18421	
IPR040489	Flax-rust effector AvrM-A	interpro	domain		PF18241	
IPR040491	Domain of unknown function DUF5626	interpro	domain		PF18540	
IPR040492	Galactofuranosyltransferase GlfT2, N-terminal	interpro	domain		PF17994	
IPR040493	Protein of unknown function DUF5518	interpro	family		PF17647	
IPR040494	DNA topoisomerase VI, subunit B, C-terminal	interpro	domain		PF18000	
IPR040495	CCDC81-like prokaryotic HU domain 1	interpro	domain		PF18174	
IPR040496	Prokaryotic pPIWI_RE, MID domain	interpro	domain		PF18157	
IPR040497	Glucosyltransferase 24, catalytic domain	interpro	domain		PF18404	
IPR040498	PriA DNA helicase, Cys-rich region (CRR) domain	interpro	domain		PF18319	
IPR040501	TFA2, Winged helix domain 2	interpro	domain		PF18121	
IPR040502	Endo-alpha-N-acetylgalactosaminidase, domain 6	interpro	domain		PF17974	
IPR040503	tRNA uridine(34) hydroxylase, N-terminal	interpro	domain		PF17773	
IPR040504	TFIIF, beta subunit, N-terminal	interpro	domain		PF17683	
IPR040505	Family of unknown function DUF5537	interpro	family		PF17690	
IPR040506	RACo linker region	interpro	domain		PF17650	
IPR040507	Protein of unknown function DUF5540	interpro	family		PF17694	
IPR040508	AbiJ, N-terminal domain 5	interpro	domain		PF18865	
IPR040509	CdiI, C-terminal	interpro	domain		PF18228	
IPR040510	Astrotactin-2, C-terminal beta-hairpin domain	interpro	domain		PF18577	
IPR040511	Adenylyl/Guanylyl and SMODS, C-terminal sensor domain	interpro	domain		PF18134	
IPR040512	Large polyvalent-protein-associated domain 15	interpro	domain		PF18828	
IPR040513	Mutator 2, fork head associated domain	interpro	domain		PF18221	
IPR040514	C4b-binding protein alpha, oligomerization domain	interpro	domain		PF18453	
IPR040516	Phosphoethanolamine N-methyltransferase 2, N-terminal	interpro	domain		PF17987	
IPR040517	Nucleotidyltransferase, substrate binding domain	interpro	domain		PF18280	
IPR040518	Chalcone isomerase, N-terminal	interpro	domain		PF18232	
IPR040519	LepB, N-terminal	interpro	domain		PF18640	
IPR040520	Importin 13 repeat	interpro	repeat		PF18806	
IPR040521	Kyakuja-Dileera-Zisupton transposase	interpro	family		PF18758	
IPR040522	Dipeptidyl peptidase 4, low complexity region	interpro	domain		PF18811	
IPR040523	Siroheme decarboxylase , AsnC-like ligand binding domain	interpro	domain		PF17805	
IPR040524	E3 ubiquitin-protein ligase HECW1, helical box domain	interpro	domain		PF18436	
IPR040525	UDP-glucose:glycoprotein glucosyltransferase, thioredoxin-like domain 4	interpro	domain		PF18403	
IPR040526	Inulin fructotransferase, beta helix repeat	interpro	repeat		PF18835	
IPR040527	Porphyranase catalytic subdomain 1	interpro	domain		PF18206	
IPR040528	Lectin-like domain	interpro	domain		PF18560	
IPR040529	Protein CROC-4	interpro	family		PF17691	
IPR040530	Type VI secretion system TssR-like, N-terminal barrel domain	interpro	domain		PF17643	
IPR040531	Domain of unknown function DUF5623	interpro	domain		PF18536	
IPR040532	MapZ, extracellular C-terminal domain 2	interpro	domain		PF18708	
IPR040533	Elongation factor 3, four helical bundle domain	interpro	domain		PF17947	
IPR040534	Calcium binding protein SSO6904	interpro	domain		PF18249	
IPR040535	NLRC4, helical domain	interpro	domain		PF17889	
IPR040536	ASP external chaperone	interpro	domain		PF18492	
IPR040537	Domain of unknown function DUF5612	interpro	domain		PF18462	
IPR040538	Cch, helix turn helix domain	interpro	domain		PF18662	
IPR040539	WRNIP1, ubiquitin-binding domain	interpro	domain		PF18279	
IPR040540	Ribonuclease III, N-terminal domain	interpro	domain		PF18497	
IPR040541	Metanogen output domain 2	interpro	domain		PF18548	
IPR040542	HMW1 domain 2	interpro	domain		PF18254	
IPR040545	DICER-like, HTH domain	interpro	domain		PF18177	
IPR040546	Rege-1, UBA-like domain	interpro	domain		PF18039	
IPR040547	Immunity protein CdiI	interpro	family		PF18616	
IPR040548	BepA, intracellular delivery domain	interpro	domain		PF18543	
IPR040549	Domain of unknown function DUF5613	interpro	domain		PF18467	
IPR040550	Prim-pol family 5	interpro	domain		PF18168	
IPR040552	DNMT3, cysteine rich ADD domain, GATA1-like zinc finger	interpro	domain		PF17980	
IPR040553	Toxoflavin-degrading enzyme	interpro	domain		PF18711	
IPR040555	Cas9, PI domain	interpro	domain		PF18070	
IPR040556	Predicted pPIWI-associating nuclease	interpro	domain		PF18165	
IPR040557	VIP1, N-terminal	interpro	domain		PF18086	
IPR040559	tRNA nuclease CdiA, C-terminal	interpro	domain		PF18451	
IPR040560	Synaptonemal complex protein 2, Spt16M-like domain	interpro	domain		PF18584	
IPR040561	Large polyvalent protein associated domain 38	interpro	domain		PF18857	
IPR040562	Prim-pol 4	interpro	family		PF18188	
IPR040564	CxC3 like cysteine cluster	interpro	domain		PF18804	
IPR040565	Benzylsuccinate synthase beta subunit	interpro	domain		PF18512	
IPR040566	Interleukin-13 receptor subunit alpha-1, Ig-like domain	interpro	domain		PF18001	
IPR040567	RctB, helix turn helix domain	interpro	domain		PF18622	
IPR040568	Large polyvalent protein-associated domain 16	interpro	domain		PF18830	
IPR040569	Reverse gyrase, zinc finger	interpro	domain		PF17915	
IPR040570	L-amino acid ligase, C-terminal domain 2	interpro	domain		PF18603	
IPR040571	Mitochondrial membrane-anchored protein	interpro	domain		PF18529	
IPR040572	Thaumarchaeal output domain 1	interpro	domain		PF18551	
IPR040573	Tail specific protease, N-terminal domain	interpro	domain		PF17804	
IPR040574	V-type ATP synthase subunit I, N-terminal	interpro	domain		PF18670	
IPR040575	Endo-alpha-N-acetylgalactosaminidase, N-terminal	interpro	domain		PF17995	
IPR040576	Dynamin-like helical domain	interpro	domain		PF18709	
IPR040577	Glutamine synthetase, C-terminal	interpro	domain		PF18318	
IPR040578	UPF0242, C-terminal PAS-like domain	interpro	domain		PF18095	
IPR040579	Acetyltransferase (GNAT) domain	interpro	domain		PF18015	
IPR040580	Domain of unknown function DUF5627	interpro	domain		PF18620	
IPR040581	SNTX, thioredoxin-like domain	interpro	domain		PF18078	
IPR040582	MalK-like, OB fold domain	interpro	domain		PF17912	
IPR040586	PheRS DNA binding domain 2	interpro	domain		PF18554	
IPR040587	5-3 exonuclease XRN1, DCP1-binding motif	interpro	domain		PF18245	
IPR040588	Argonaute, N domain	interpro	domain		PF18236	
IPR040591	YlmH, putative RNA-binding domain	interpro	domain		PF17774	
IPR040592	TbRIF5 SNase domain 2	interpro	domain		PF18189	
IPR040593	Spindle pole body component 110, C-terminal	interpro	domain		PF18520	
IPR040594	Unkempt, zinc finger domain 1	interpro	domain		PF18384	
IPR040595	EZH2, N-terminal domain	interpro	domain		PF18601	
IPR040596	RNase II-type exonuclease, C-terminal S1 domain	interpro	domain		PF18614	
IPR040597	Hemagglutinin component HA-70, C-terminal	interpro	domain		PF17993	
IPR040598	60S ribosome subunit biogenesis protein NIP7, pre-PUA domain	interpro	domain		cd21146,PF17833	
IPR040599	Pilin PilJ, C-terminal	interpro	domain		PF18223	
IPR040600	Agglutinin, C-terminal	interpro	domain		PF18021	
IPR040601	tRNA methyltransferase 5a/b, N-terminal	interpro	domain		PF18093	
IPR040602	Cucumopine synthase, C-terminal helical bundle domain	interpro	domain		PF18631	
IPR040603	Fanconi-associated nuclease 1, SAP domain, bacteria	interpro	domain		PF18081	
IPR040604	Domain of unknown function DUF5632	interpro	domain		PF18646	
IPR040605	Glycoside hydrolase family 2, domain 5	interpro	domain		PF18565	
IPR040606	Protein of unknown function DUF5549	interpro	family		PF17703	
IPR040607	Actin-like protein, N-terminal	interpro	domain		PF17989	
IPR040608	Snf8/Vps36 family	interpro	family		PF04157	
IPR040609	RNA ligase 2, C-terminal	interpro	domain		PF18043	
IPR040610	SNRNP25, ubiquitin-like domain	interpro	domain		cd17058,PF18036	
IPR040611	HTH-type transcriptional regulator AlkX, C-terminal, Actinobacteria	interpro	domain		PF18556	
IPR040612	ArsA, HSP20-like domain	interpro	domain		PF17886	
IPR040613	Nucleotide modification associated domain 4	interpro	domain		PF18756	
IPR040614	Integron cassette protein VCH_CASS1 chain	interpro	domain		PF18315	
IPR040618	Pre-nudix hydrolase domain	interpro	domain		PF18290	
IPR040619	Cas9, alpha-helical lobe domain	interpro	domain		PF18470	
IPR040620	Protein of unknown function DUF5560	interpro	family		PF17715	
IPR040621	Avirulence Effector AvrLm4-7	interpro	domain		PF18661	
IPR040622	Integrin beta, epidermal growth factor-like domain 1	interpro	domain		PF18372	
IPR040623	26S proteasome regulatory subunit RPN2, C-terminal	interpro	domain		PF18004	
IPR040624	Halobacterial output domain 1	interpro	domain		PF18545	
IPR040625	Restriction endonuclease, SH3 domain	interpro	domain		PF18350	
IPR040626	Cytosolic carboxypeptidase, N-terminal	interpro	domain		PF18027	
IPR040627	T3SS EscN ATPase, C-terminal	interpro	domain		PF18269	
IPR040628	Bacterial archaeo-eukaryotic release factor family 6	interpro	domain		PF18848	
IPR040629	Phage spike trimer	interpro	domain		PF18715	
IPR040630	Ubiquitous surface protein adhesin repeat	interpro	repeat		PF18792	
IPR040631	Large polyvalent protein associated domain 30	interpro	domain		PF18850	
IPR040632	Sulfotransferase, S. mansonii-type	interpro	family		PF17784	
IPR040633	Galactose mutarotase-like fold domain	interpro	domain		PF18080	
IPR040634	Arginine decarboxylase, helical bundle domain	interpro	domain		PF17810	
IPR040635	D-ribitol-5-phosphate cytidylyltransferase, C-terminal	interpro	domain		PF18706	
IPR040636	PatG, C-terminal	interpro	domain		PF18065	
IPR040637	Large ribosomal subunit protein uL10-like, insertion domain	interpro	domain		PF17777	
IPR040638	N-terminal PilZ-like domain	interpro	domain		PF18672	
IPR040639	Alpha-2-macroglobulin, MG1 domain	interpro	domain		PF17970	
IPR040640	Myosin X, N-terminal SH3 domain	interpro	domain		PF18597	
IPR040641	E3 ubiquitin-protein ligase RNF31, PUB domain	interpro	domain		PF18486	
IPR040642	Histidine kinase receptor ArcB, transmembrane domain	interpro	domain		PF18415	
IPR040643	Murine leukemia virus integrase, C-terminal	interpro	domain		PF18697	
IPR040644	Hydrogen maturase F, tetramerization domain	interpro	domain		PF18133	
IPR040645	Neurabin-1/2, PDZ domain	interpro	domain		PF17817	
IPR040646	Fanconi anemia core complex-associated protein 24, pseudonuclease domain	interpro	domain		PF17949,cd20076	
IPR040647	SPIN-DOC-like, zinc-finger	interpro	domain		PF18658	
IPR040648	HMG domain-containing protein 3, CxC4 like cysteine cluster	interpro	domain		PF18717	
IPR040649	Bacterial HORMA domain	interpro	domain		PF18173	
IPR040650	Cell division control protein 13, OB2 domain	interpro	domain		PF18691	
IPR040651	Large polyvalent protein-associated domain 5	interpro	domain		PF18799	
IPR040652	Cry35Ab1 , HTH C-terminal domain	interpro	domain		PF18010	
IPR040653	Csd3, N-terminal	interpro	domain		PF18059	
IPR040654	LasR-specific antiactivator QslA	interpro	domain		PF18226	
IPR040655	TIAM1, CC-Ex domain	interpro	domain		PF18385	
IPR040656	Cas9, WED domain	interpro	domain		PF18061	
IPR040657	GshAB, ATP-grasp-like domain	interpro	domain		PF18419	
IPR040658	SipA, vinculin binding site	interpro	conserved_site		PF17985	
IPR040659	Phenylalanine--tRNA ligase beta subunit, B1 domain	interpro	domain		PF18262	
IPR040660	N-formyltransferase dimerization C-terminal domain	interpro	domain		PF18216	
IPR040661	Leucine zipper with capping helix domain	interpro	domain		PF18517	
IPR040662	Transcription factor Tfb2, C-terminal domain	interpro	domain		PF18307	
IPR040663	DNA polymerase delta subunit, OB-fold domain	interpro	domain		PF18018	
IPR040664	AFL, C-terminal	interpro	domain		PF18067	
IPR040665	Tyrosine kinase receptor A, transmembrane domain	interpro	domain		PF18613	
IPR040666	Atg29, N-terminal	interpro	domain		PF18388	
IPR040667	Tyrosine-protein kinase receptor Ret, cadherin like domain 3	interpro	domain		PF17812	
IPR040668	TraI, 2B/2B-like domain	interpro	domain		PF18340	
IPR040669	Agarase, CBM-like domain	interpro	domain		PF17992	
IPR040670	Protein of unknown function DUF5556	interpro	family		PF17711	
IPR040671	Pullulanase, N2 domain	interpro	domain		PF17967	
IPR040672	Large polyvalent protein associated domain 34	interpro	domain		PF18852	
IPR040673	CCDC81, HU domain 2	interpro	domain		PF18289	
IPR040674	PvuRts1 I-like, SET and RING associated domain	interpro	domain		PF18491	
IPR040675	E3 ubiquitin-protein ligase AMFR, Ube2g2-binding region	interpro	domain		PF18442	
IPR040676	Domain of unknown function DUF5641	interpro	domain		PF18701	
IPR040677	Large polyvalent protein-associated domain 7	interpro	domain		PF18821	
IPR040678	AbrB, C-terminal	interpro	domain		PF18277	
IPR040679	PTX/LNS-Like (PLL) domain	interpro	domain		PF18587	
IPR040680	Domain of unknown function DUF5643	interpro	domain		PF18705	
IPR040681	Cilia- and flagella-associated protein HOATZ-like	interpro	family		PF17664,PTHR47231	GO:0060271
IPR040682	HscB, tetracysteine metal binding motif	interpro	domain		PF18256	
IPR040683	Surface adhesin CshA, non-repetitive domain 2	interpro	domain		PF18651	
IPR040684	5-hmdU DNA kinase, helical domain	interpro	domain		PF18723	
IPR040685	Annexin-like domain	interpro	domain		PF18411	
IPR040686	Phosphoribosylaminoimidazole carboxylase, C-terminal domain	interpro	domain		PF17769	
IPR040687	Protein of unknown function DUF5586	interpro	family		PF17824,PTHR32000	
IPR040688	SMODS and SLOG-associating 2TM effector domain 2	interpro	domain		NF033633,PF18183	
IPR040689	SUVR5, C2H2-type Zinc finger, 3 repeats	interpro	repeat		PF18868	
IPR040690	FtsX, extracellular domain	interpro	domain		PF18075	
IPR040691	PexRD2, WYL domain	interpro	domain		PF18488	
IPR040692	UGGT, thioredoxin-like domain 3	interpro	domain		PF18402	
IPR040693	UGGT, thioredoxin-like domain 1	interpro	domain		PF18400	
IPR040694	UGGT, thioredoxin-like domain 2	interpro	domain		PF18401	
IPR040695	EcpB, C-terminal	interpro	domain		PF18649	
IPR040696	Large polyvalent protein associated domain 23	interpro	domain		PF18838	
IPR040697	Pullulanase, N1 domain	interpro	domain		PF17999	
IPR040698	Hydrazine synthase alpha subunit, middle domain	interpro	domain		PF18582	
IPR040699	DNA 3'-5' translocase XPB, damage recognition domain	interpro	domain		PF18458	
IPR040700	ZNRF-3, ectodomain	interpro	domain		PF18212	
IPR040701	Bacterial archaeo-eukaryotic release factor family 2	interpro	family		PF18844	
IPR040703	Limiting CO2-inducible protein B/C, beta carbonyic anhydrase domain	interpro	domain		PF18599	
IPR040704	HEPN, AbiU2-like	interpro	domain		PF18734	
IPR040706	MYST, zinc finger domain	interpro	domain		PF17772	
IPR040707	Phosphoribosylformylglycinamidine synthase, N-terminal	interpro	domain		PF18076	
IPR040708	Domain of of unknown function DUF5636	interpro	domain		PF18686	
IPR040709	Importin 13, repeat 1	interpro	repeat		PF18773	
